  -392.054504      -2087.28711      -369.162537       128.263199    
  -376.297729      -2337.14478      -365.700928       122.114243    
  -247.410980      -2130.67993      -497.299194       69.7867126    
  -71.8492126      -2127.40723      -388.229858       136.922562    
  -189.267700      -2396.17188      -273.138000       94.7553177    
   2.58587646      -2298.14160      -554.078064       112.469437    
   127.024246      -2206.10791      -379.178406       77.1480408    
  -455.148193      -2199.69141      -510.796875       63.2457619    
  -379.582397      -2531.97070      -549.487976       145.739441    
  -129.199829      -1987.42395      -541.629089       78.5207367    
  -158.624451      -2192.08887      -95.4259949       175.242813    
  -190.601456      -1927.58716      -298.476868       112.247398    
  -567.684021      -2496.79688      -574.597290       47.2629395    
  -223.412888      -2667.27979      -626.576904       74.8060608    
   115.611069      -2003.88782      -315.505615       99.0585556    
   198.616379      -2358.62402      -236.062408       143.914978    
  -55.3928375      -1818.46924      -312.598633       62.0729446    
  -458.996155      -2720.20508      -551.438538       58.5706177    
  -150.463226      -2778.77246      -573.307129       68.6854935    
  -70.8818359      -1791.27100      -496.892700       124.859726    
  -87.0806885      -2743.80176      -710.521790       86.4535675    
  -436.731873      -2824.06641      -459.669678       81.8019333    
  -644.198303      -2706.80762      -696.681213       177.171631    
  -145.534332      -1910.88184      -742.085999       136.672928    
  -668.623352      -2815.19922      -431.742371       110.121941    
  -517.609497      -2663.27979      -927.524597       89.6768570    
  -304.162903      -1779.53162      -539.884033       112.639450    
  -561.996521      -2884.06055      -275.382935       91.2718506    
  -119.297783      -2937.52295      -666.329102       114.838562    
  -547.943054      -2952.48779      -479.351929       78.7658920    
   86.2498627      -2271.18115       72.5863800       132.079483    
   306.784302      -2067.90820      -314.135803       102.554741    
   192.841843      -1935.98120      -638.969238       207.822128    
  -573.780090      -2452.97998      -1041.91870       156.224030    
   39.0917664      -1790.68811      -265.030334       47.2973709    
  -84.4525452      -2248.91626       190.100830       76.3540421    
  -529.142456      -2250.15967      -1111.41016       62.7679214    
   321.967346      -2244.51489      -829.470642       177.089066    
   478.550354      -2270.23706      -432.456665       188.031433    
  -472.446228      -3028.13574      -336.496216       89.0382767    
   128.416458      -1875.04309      -119.177765       136.120895    
   362.288879      -2504.30322      -896.763733       94.2858200    
  -161.796753      -1791.75439      -56.3312073       166.885071    
   183.060745      -1762.73340      -270.942627       60.4291496    
  -603.418030      -2155.73486      -1096.80688       58.2528305    
  -773.683960      -2674.36987      -924.575256       86.9384079    
  -329.441437      -1614.37878      -231.139465       133.322495    
  -421.783203      -3019.61621      -109.420746       143.776779    
   399.849609      -1821.85303      -518.781494       57.3621292    
  -192.695847      -3027.37939      -44.1607056       94.5505295    
  -1092.00488      -1911.55579      -54.6076965       49.8678131    
  -1235.69348      -1866.38892      -68.4216309       101.383469    
  -928.225952      -1948.14282      -147.244141       141.818619    
  -1289.05176      -2038.36548      -119.975769       85.9145355    
  -999.516113      -2015.29883       91.7565308       116.470680    
  -1232.59705      -1735.57385       50.8330536       75.6579285    
  -1161.08728      -2091.16870      -283.533875       128.361755    
  -1031.22522      -2166.34253       221.358963       85.0637894    
  -757.345398      -2105.30811      -53.9393311       108.395805    
  -1246.99829      -1902.54517      -246.487366       80.6674881    
  -1330.14526      -1992.21338       127.874062       150.181671    
  -1222.56616      -1731.88269      -177.491638       72.2839432    
  -1444.30408      -2109.62695      -150.614227       87.6388855    
  -866.659363      -1781.79309      -364.800415       138.884216    
  -1221.38696      -2339.60010       115.257782       193.212097    
  -1072.42847      -2020.13098       392.321442       143.637283    
  -1532.76428      -1901.29224      -33.5015869       124.342522    
  -1494.80579      -2125.26465       167.284882       65.1532211    
