# generation_info:
#   script_name: PyFracVAL
#   timestamp: '2025-06-02T16:20:17.571010'
#   iteration: 1
# simulation_parameters:
#   N: 48
#   Df: 1.4
#   kf: 1.25
#   rp_g: 100.0
#   rp_gstd: 1.0512710963760241
#   tol_ov: 1.0e-06
#   n_subcl_percentage: 0.1
#   ext_case: 0
#   seed: 822327663
# aggregate_properties:
#   N_particles_actual: 48
#   radius_of_gyration: 1371.2723041544202
#   center_of_mass:
#   - -1327.6972842435325
#   - -288.6475075789542
#   - -686.6977481221523
 -5.5554502860e+00  -9.3283114237e+01  -3.3099200186e+01   9.8183464917e+01
 -1.9033961818e+02  -1.8255371269e+02  -6.4851531677e+01   1.0947644697e+02
  1.8851369983e+02  -1.0157294973e+02  -1.3383932637e+01   9.7060608426e+01
 -3.2796995789e+02  -3.3004343802e+02  -1.2700145095e+02   1.0161107505e+02
  3.2560591509e+02  -2.4470658526e+02  -1.6570020646e+01   1.0116064236e+02
 -6.9952289535e+02  -2.8135508082e+02  -2.2148630840e+02   8.9628937215e+01
 -5.3339527485e+02  -3.0339168296e+02  -1.2130710364e+02   1.0561417072e+02
 -8.0989712389e+02  -3.7319367113e+02  -3.4416188647e+02   9.9225754150e+01
 -9.0556868832e+02  -2.7229192592e+02  -4.8745977970e+02   1.0044521678e+02
 -4.5457461273e+02  -4.5097323176e+02  -5.8374774329e+00   9.7674404713e+01
 -1.2382521151e+03  -2.9850461390e+02  -8.5061438573e+02   1.0444909474e+02
 -1.4325294745e+03  -2.7917660090e+02  -8.8993173125e+02   9.4706919796e+01
 -1.5870904749e+03  -3.4050969694e+02  -1.0035911941e+03   1.0671136396e+02
 -1.6772024162e+03  -2.7793068141e+02  -1.1916528483e+03   1.1101204063e+02
 -1.7569751677e+03  -2.7421604263e+02  -1.3722932539e+03   8.6493520274e+01
 -1.0455452672e+03  -2.7382927624e+02  -8.4906984686e+02   8.9837258633e+01
 -1.0194293418e+03  -1.5273996690e+02  -6.9813784667e+02   1.0541931891e+02
 -9.5126474239e+02  -4.1034691819e+02  -9.4703253962e+02   1.0283493212e+02
 -9.0971415045e+02  -7.3119824525e+01  -5.3731696116e+02   1.0491410094e+02
 -8.0110604709e+02   1.0947884155e+02  -5.3200045027e+02   1.0760944659e+02
 -1.5457390926e+03   2.8608790571e+01  -9.5764962143e+02   1.0008667200e+02
 -1.7319174195e+03  -2.8318156044e+01  -1.0043018030e+03   1.0011191119e+02
 -1.9314924582e+03  -6.3800574853e+01  -1.0123401440e+03   1.0275211477e+02
 -1.3956590898e+03  -8.4600857111e+01  -8.7918218713e+02   1.0362285113e+02
 -2.0279043445e+03  -2.1833110049e+02  -1.0863241064e+03   9.3840260087e+01
 -2.1131607539e+03  -3.9414181644e+02  -1.1032552935e+03   1.0228400740e+02
 -2.2919200555e+03  -4.5442880993e+02  -1.1660187896e+03   9.6534165589e+01
 -2.4169298089e+03  -5.7288271672e+02  -1.2586073699e+03   9.8994378868e+01
 -2.0110162441e+03  -4.0020810433e+02  -9.2815735358e+02   1.0052030541e+02
 -2.4711980616e+03  -5.0273991936e+02  -1.4358069930e+03   9.9159000278e+01
 -2.9546076469e+03  -5.6274268706e+02  -1.2986947815e+03   1.0362862388e+02
 -2.7834992003e+03  -5.4527294077e+02  -1.1854512551e+03   1.0230191979e+02
 -2.6409023277e+03  -5.3764606527e+02  -1.0404280035e+03   1.0122640946e+02
 -2.4561474530e+03  -4.5585992761e+02  -1.0555636959e+03   1.0138757131e+02
 -2.9827530185e+03  -6.5959121493e+02  -1.4678802456e+03   9.3337161317e+01
 -3.3530175073e+03  -7.9036102262e+02  -1.7765435061e+03   1.0259598818e+02
 -3.4784314387e+03  -7.8624536646e+02  -1.9420332847e+03   1.0508756830e+02
 -3.2131195110e+03  -7.3860961020e+02  -1.6346173832e+03   1.0329884521e+02
 -3.1303050722e+03  -5.6889810983e+02  -1.5563157425e+03   1.0113053516e+02
 -3.1552485590e+03  -3.6610759132e+02  -1.5225968970e+03   1.0595189403e+02
  2.8526587179e+02   1.1563680811e+02   1.2521272051e+02   1.0255185572e+02
  4.6990913812e+02   1.4509538109e+02   2.3086269128e+02   1.1221047722e+02
  9.7046531088e+01   6.0840963218e+01   9.1672011852e+01   9.6330229868e+01
  6.5426848179e+02   2.4995921179e+02   2.4945174632e+02   1.0069876060e+02
  4.3530372576e+01  -1.2095559072e+02   1.7112847993e+02   1.0916258403e+02
 -1.6211718825e+02  -3.0916082633e+02   3.1648037919e+02   1.0434689628e+02
 -1.3858420786e+02  -3.6734625012e+02   5.2063656485e+02   1.0923936931e+02
 -1.2453843635e+02  -2.3932875797e+02   1.2695450620e+02   1.0110075375e+02
