  48  48
( -0.6339191937E+00, -0.7382896747E-01)
(  0.2752636957E-01,  0.2207870245E-01)
( -0.6777077964E-03,  0.3331863136E-01)
( -0.6044979412E-02, -0.8803417341E-02)
(  0.1168864891E-01,  0.1580981330E-01)
(  0.2059493016E-01,  0.1697153492E-02)
( -0.2978744459E-01, -0.1470401727E-01)
( -0.5800266663E+00, -0.9052921790E-01)
(  0.1290499418E-01,  0.3997338732E-02)
( -0.1590966686E-01,  0.6109647616E-01)
(  0.2054365880E-01,  0.1652116217E-02)
(  0.3801325514E-01, -0.8971767374E-02)
( -0.7340539803E-01, -0.2970712918E-01)
( -0.1011518760E-02, -0.1949734322E-01)
( -0.6443811909E+00, -0.4853899421E-01)
(  0.6698093097E-02, -0.7719454488E-02)
(  0.7144753798E-03, -0.3329147324E-01)
( -0.1288297411E-01, -0.4002778196E-02)
( -0.9799389025E-02,  0.1108379999E-01)
( -0.3443383755E-01, -0.3744113871E-01)
(  0.6691602477E-02, -0.7686703743E-02)
( -0.6063009557E+00, -0.1251196379E+00)
(  0.6010112465E-02,  0.8816864223E-02)
(  0.1592869062E-01, -0.6110863414E-01)
(  0.3502160359E-01,  0.3178249282E-01)
(  0.3626766666E-02, -0.1623028711E-01)
(  0.7342520636E-01,  0.2968267631E-01)
(  0.9756490884E-02, -0.1109656830E-01)
( -0.6337468785E+00, -0.7369628996E-01)
( -0.2982277832E-01, -0.1458092848E-01)
(  0.3610065752E-02, -0.1624268567E-01)
( -0.2298046146E-01,  0.6675264316E-02)
(  0.1010231606E-02,  0.1945872026E-01)
(  0.3442862797E-01,  0.3747870133E-01)
(  0.2751738515E-01,  0.2196877029E-01)
( -0.5800186980E+00, -0.9029697131E-01)
(  0.9578268279E-01, -0.2949368487E-02)
(  0.7408626450E-01, -0.5679166901E-01)
(  0.2720608815E-01,  0.1766345161E-01)
(  0.2622992180E-01, -0.1791048839E-01)
( -0.2384755347E-01,  0.4842032376E-01)
(  0.1320128291E-01,  0.5228351068E-02)
( -0.5880056132E+00,  0.2217339558E-01)
(  0.1015276582E-02,  0.1526388254E-01)
( -0.3374645912E-01, -0.4258040816E-01)
( -0.4601174981E-01,  0.2439804028E-01)
( -0.2048224541E-01,  0.2008642221E-01)
( -0.2808084701E-01, -0.2975395945E-01)
(  0.4846776719E-02, -0.5219829761E-02)
(  0.3489728962E-01, -0.1598956225E-01)
( -0.3348586816E-01, -0.5583056823E-03)
(  0.3929809349E-01, -0.1750564501E-02)
(  0.2970513993E-01,  0.4466147697E-02)
(  0.4221826347E-01, -0.8992379915E-02)
( -0.2226566183E-01, -0.2473063670E-01)
(  0.2591328154E-02,  0.9356987283E-03)
( -0.6961926523E-03,  0.3192332988E-02)
( -0.6142389830E-02,  0.4641800299E-02)
( -0.2324642702E-01,  0.5234982641E-01)
( -0.6054900978E+00,  0.2185976228E-01)
( -0.2388774350E-01, -0.3877142877E-01)
( -0.4497564832E-02, -0.3801095429E-01)
(  0.2667987440E-02,  0.3841319905E-01)
(  0.1460513201E-01, -0.6170381371E-02)
( -0.1296918686E-01, -0.8022966477E-02)
( -0.3844771634E-02,  0.5641337453E-01)
(  0.3928861848E-01, -0.1724180821E-02)
( -0.5020197628E-01, -0.2319985367E-01)
(  0.1156697339E-01,  0.9196438074E-01)
( -0.2058022484E-01,  0.3237049963E-01)
(  0.8812868365E-01, -0.3340863318E-02)
( -0.6725337715E-01,  0.3487770459E-01)
( -0.2345852870E-01,  0.2117384948E-01)
(  0.1351290285E-01, -0.8735397067E-02)
(  0.6815175884E-01,  0.1712504590E-01)
( -0.2350776032E-01, -0.2672092017E-01)
( -0.6016940758E+00, -0.1233232138E-01)
(  0.2738463317E-01, -0.6301633297E-02)
(  0.7474910697E-02, -0.5759486553E-02)
( -0.6919990748E-02,  0.5165611326E-02)
(  0.8262097564E-01,  0.3265571722E-01)
( -0.7495008819E-02,  0.3644548397E-01)
( -0.4881249398E-02,  0.5301701332E-02)
(  0.1291081086E-01,  0.8013243001E-02)
(  0.8751964855E-02,  0.3030936721E-01)
(  0.2294866494E-01,  0.7708440414E-01)
( -0.2146534505E-01, -0.7692797228E-02)
(  0.2915941383E-01, -0.2468293324E-02)
( -0.2526686351E-01, -0.2763597394E-01)
(  0.1092556516E-01,  0.1134893760E-01)
( -0.4797046794E-02,  0.1986103308E-01)
(  0.8328957915E-01,  0.5167802705E-02)
( -0.3257968892E-01, -0.3812906078E-01)
( -0.6357689428E+00, -0.5683502041E-02)
( -0.1154552769E-01, -0.4545413474E-01)
( -0.3426976962E-01, -0.8639864682E-02)
( -0.7512056306E-02,  0.3652309026E-01)
(  0.4847683418E-01,  0.1991487679E-01)
( -0.3492174190E-01,  0.1602030442E-01)
(  0.3762053606E-02, -0.5638705366E-01)
(  0.3969134023E-01, -0.4192182756E-01)
(  0.3465020057E-01, -0.1351926447E+00)
(  0.4399627558E-01,  0.7181400818E-01)
( -0.7855650155E-02, -0.3124576482E-02)
(  0.5687827248E-01, -0.2713329018E-01)
( -0.6991069531E-01,  0.6825596545E-01)
(  0.9182352620E-02, -0.8677231757E-03)
( -0.1642510208E-01, -0.5805485861E-01)
( -0.5313669372E-02, -0.2407773770E-02)
( -0.2914799851E-01, -0.2866932523E-01)
( -0.5637517728E+00,  0.2989967934E-01)
(  0.2448847373E-01, -0.2557992943E-01)
( -0.7477219839E-02,  0.5644482477E-02)
(  0.1153659121E-01,  0.4552052691E-01)
( -0.2047685612E-01,  0.2007951600E-01)
(  0.2660055010E-02,  0.3842002902E-01)
(  0.2465307394E-01, -0.1335470821E+00)
(  0.2406959927E-01,  0.8443879516E-03)
( -0.7260874724E-02,  0.7845783261E-02)
( -0.1066311938E-01,  0.9051379516E-01)
( -0.3688544874E-01, -0.6180016791E-02)
(  0.1066496428E-01, -0.1663644999E-01)
(  0.1695046471E-02, -0.3591282954E-01)
( -0.2650051392E-03, -0.3106670256E-01)
( -0.7008004536E-04,  0.1817850260E-02)
(  0.3385620956E-01,  0.2227988184E-01)
(  0.2450744306E-01, -0.2551383995E-01)
( -0.5580887989E+00,  0.2790817583E-01)
(  0.6907822065E-02, -0.5187099579E-02)
(  0.3433442666E-01,  0.8653154498E-02)
( -0.2810015259E-01, -0.2983303333E-01)
(  0.1457755390E-01, -0.6195788930E-02)
(  0.2567958402E-01,  0.2519359266E-01)
( -0.3981483247E-01, -0.1240995745E-01)
(  0.6970983140E-01, -0.4317904445E-01)
(  0.1503664130E-01, -0.7282712526E-01)
(  0.4683899595E-01,  0.1141848369E+00)
(  0.2233597068E-01, -0.3937683705E-01)
(  0.6100592499E-02,  0.3158328115E-02)
( -0.1779434059E-01, -0.8261136257E-02)
( -0.1241491472E-01, -0.5339074472E-01)
( -0.1109466197E-01, -0.3728831605E-01)
(  0.5315617084E-02,  0.2421034863E-02)
(  0.6728353542E-04, -0.1840345599E-02)
( -0.6017314791E+00, -0.1246639256E-01)
( -0.3255293683E-01, -0.3817092171E-01)
(  0.3378723163E-01,  0.4253472354E-01)
(  0.2393402511E-01,  0.3874326757E-01)
( -0.1471691920E-01,  0.4271469832E-02)
(  0.4851305371E-01, -0.4853816135E-02)
(  0.1242882485E-01, -0.7190998780E-01)
(  0.5285411985E-01, -0.4004716518E-01)
( -0.1037774524E-02, -0.3132679577E-01)
(  0.3349425529E-01,  0.9165179464E-01)
(  0.9952652303E-02, -0.9721438849E-02)
( -0.1724746595E-01, -0.1522831422E-01)
( -0.1100803397E-01, -0.3723325345E-01)
( -0.1440026353E-01, -0.1111841127E-01)
(  0.2922013641E-01,  0.2874335518E-01)
( -0.3379412651E-01, -0.2224783690E-01)
(  0.2736646874E-01, -0.6332629060E-02)
( -0.6358769707E+00, -0.5489377052E-02)
(  0.4595281229E-01, -0.2443705116E-01)
(  0.4465390155E-02,  0.3798003391E-01)
