  0.279083600000E+01,  0.195948000000E+01, -0.721603600000E+01,  0.956220200000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
  0.154681300000E+02, -0.145647200000E+02, -0.120499100000E+02,  0.973377300000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.139459000000E+02,  0.143017200000E+02, -0.284533500000E+01,  0.961570800000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
  0.357726700000E+02, -0.178919100000E+02, -0.113200600000E+02,  0.931279300000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.306367800000E+02,  0.173448400000E+02, -0.144722000000E+02,  0.894663700000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
  0.364893400000E+02, -0.366360300000E+02, -0.641871300000E+01,  0.910542700000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
  0.310279000000E+02, -0.549957700000E+02, -0.616561500000E+01,  0.863858300000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
  0.483216300000E+02, -0.554469000000E+02,  0.298471100000E+01,  0.902380400000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
  0.556160100000E+02, -0.544576700000E+02,  0.227458400000E+02,  0.100077900000E+02, (  0.287695500000E+01,  0.421588000000E+01) 
  0.563856400000E+02, -0.726908300000E+02,  0.326109300000E+02,  0.917336200000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
  0.451532000000E+02, -0.897395900000E+02,  0.310106100000E+02,  0.102816800000E+02, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.363303800000E+02,  0.105470900000E+02, -0.315896900000E+02,  0.845161100000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.596422800000E+02,  0.856825700000E+02,  0.223259800000E+01,  0.843673200000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.533027700000E+02,  0.696965200000E+02, -0.658261100000E+01,  0.900397700000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.736549800000E+02,  0.961967500000E+02,  0.104819300000E+02,  0.951480100000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.382986100000E+02,  0.580409900000E+02, -0.318578500000E+01,  0.841484300000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.286968100000E+02,  0.504560600000E+02,  0.122833400000E+02,  0.987967200000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.900808700000E+02,  0.910543000000E+02,  0.206640300000E+02,  0.948353600000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.109141600000E+02,  0.486137000000E+02,  0.310847100000E+01,  0.874973900000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.917464100000E+02,  0.965142200000E+02,  0.394691100000E+02,  0.872691000000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
  0.550777500000E+01,  0.586162900000E+02,  0.272380000000E+01,  0.860737200000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.944279800000E+02,  0.115612600000E+03,  0.357752000000E+02,  0.899487300000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.920680000000E+02,  0.121550600000E+03,  0.547474900000E+02,  0.955014900000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.296843900000E+01,  0.319584100000E+02, -0.429050100000E+01,  0.967726300000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.204558100000E+03,  0.236335400000E+03, -0.203593800000E+02,  0.982271300000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.193194100000E+03,  0.219660300000E+03, -0.177944700000E+02,  0.902662400000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.176118200000E+03,  0.208101700000E+03, -0.181531500000E+02,  0.100904000000E+02, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.224808000000E+03,  0.237086100000E+03, -0.205585100000E+02,  0.942879800000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.235220400000E+03,  0.240267300000E+03, -0.371798500000E+02,  0.944748200000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.236212100000E+03,  0.258387500000E+03, -0.457293900000E+02,  0.912945600000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.254884300000E+03,  0.262199800000E+03, -0.376462500000E+02,  0.100557100000E+02, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.181428400000E+03,  0.189052300000E+03, -0.255298700000E+02,  0.996103000000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.161822500000E+03,  0.187314000000E+03, -0.300386300000E+02,  0.876083300000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.164344100000E+03,  0.168525700000E+03, -0.304631000000E+02,  0.835192700000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.248688400000E+03,  0.281987300000E+03, -0.382205200000E+02,  0.964995600000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
 -0.145622900000E+03,  0.178347300000E+03, -0.365175200000E+02,  0.941367600000E+01, (  0.287695500000E+01,  0.421588000000E+01) 
